textblob result
False : jcenter
False : gradle
False : assembleremoterelease
False : aars
False : jcenter
False : repohttps//jcenterbintraycom/com/amazon/alexa/aace/
False : ${aac_sdk_home}/samples/android/app/src/main/libs
False : aar
False : libs
False : aars
False : alexa
False : sdk
False : aars
False : studioconfigprojectinas
False : alexa
False : sdk
False : aars
False : pre-built
False : aars
False : android-specific
False : alexa
False : sdk
False : aars
False : alexa
False : sdk
False : builder//builder/readmemd
False : alexa
False : sdk
False : aars
False : ${aac_sdk_home}/samples/android/app/src/main/libs
False : ${aac_sdk_home}/builder/deploy/aar
False : alexa
False : sdk
False : aars
False : alexa
False : sdk
False : aars
False : ${aac_sdk_home}/samples/android/app/src/main/libs
False : aars
False : gradle
False : assemblelocalrelease
False : studioconfigprojectinas
False : capabilities<a
False : =enable-device-capabilities></a>
False : alexa
False : sdk
False : help?//need_helpmd
False : studio<a
False : id=configprojectinas></a>
False : alexa
False : sdk
False : aar
False : filesinclude-build-dependencies
False : <a
False : href=https//developerandroidcom/studio/indexhtml>android
False : studio</a>
False : ${aac_sdk_home}/samples/android
False : <strong>open</strong>
False : 3x
False : avs
False : appauthorization-with-avs-in-the-sample-app
False : app\_configjson
False : dsn
False : productdsn
False : android\_id
False : localrelease
False : remoterelease
False : app<a
False : id=run></a>
False : api
False : 22
False : ndk
False : 16b
False : alexa
False : sdk
False : impl/
False : comamazonsampleapp
False : postfix
False : jni
False : alexa
False : c++
False : api
False : readme/modules/core/readmemd
False : alexa
False : readme/modules/alexa/readmemd
False : readme/modules/navigation/readmemd
False : readme/modules/phone-control/readmemd
False : >note
False : gui
False : gui
False : ui
False : alexa
False : avs
False : alexa
False : tap-to-talk
False : hold-to-talk
False : alexa
False : alexa
False : alexa
False : sdk
False : avs
False : avs
False : sdk
False : aac
False : alexa
False : sdk
False : cli
False : alexa
False : cardhttps//alexadesign/dev-display-cards
False : templateruntime
False : ui
False : avs
False : app<a
False : id=authorization></a>
False : alexa
False : avs
False : code-based
False : cbl
False : portalhttps//developeramazoncom
False : url
False : optional<a
False : enablegooglemaps></a>
False : api
False : api
False : documentationhttps//developersgooglecom/maps/documentation/android-sdk/signup
False : api
False : androidmanifestxml
False : comgoogleandroidgeoapi_key
False : notes<a
False : debuggingnotes></a>
False : code<a
False : id=java-debugging></a>
False : breakpoint
False : ui
False : breakpoint
False : c++
False : alexa
False : sdk
False : c++
False : alexa
False : sdk
False : platform/android
False : sample/android
False : lldb
False : lldb
False : sdk
False : ->
False : sdk
False : readme//builder/readmemd
False : x86
False : builder/buildsh
False : oe
False : -t
False : androidx86
False : -g
False : builder/deploy/android<arch>/aac-sdk-build-<arch>-android-<apilevel>-dbgtargz
False : -xvf
False : aac-sdk-build-<arch>-android-<apilevel>-dbgtargz
False : builder/deploy/androidx86/opt/aac/lib/debug
False : aars
False : builder/buildsh
False : gradle
False : -g
False : ->
False : ->
False : lldb
False : lldb
False : librarys
False : add-dsym
False : lldb
False : add-dsym
False : ${aac_sdk_home}/builder/deploy/androidx86/opt/aac/lib/debug/libaacecoreengineso
False : 10
False : lldb
False : -vn
False : engineimplstart
False : 11
False : macos
False : compileunit
False : lldb
False : lldb
False : targetsource-map
False : lldb
False : lldb
False : targetsource-map
False : /workdir/build/tmp-android-22/work/core2-32-linux-android/
False : aac-module-core/0990-r0/src/engine/src/
False : ${aac_sdk_home}/modules/core/engine/src/
False : >note
False : 12
False : lldb
False : unmangled
False : breakpoint
False : lldb
False : breakpoint
False : breakpoint
False : --name
False : aaceenginecoreengineimplstart
False : 13
False : breakpoint
False : breakpoint
False : cpdejava-debugging
False : lldb
False : lldb
False : isnt
False : ->
False : ->
False : v200
False : notes<a
False : id=releasenotes></a>
False : maccandroidclient
False : macc
False : 30
False : currently-playing
False : alexa
False : tap-to-talk
False : 911
False : alexa
False : alexa
False : loopback
False : loopback
False : readme//extensions/loopback-detector/readmemd
False : sdk
False : amazonlite
False : wakeword
False : audiooutputprepare
False : audiooutputhandler
False : cbl
False : gui
False : inter-app
False : alexa
False : wi-fi
False : avs
False : uploader
False : alexa
False : sdk
False : uploader
False : alexa
False : overviewoverview
False : uploader
False : handlerusing-the-contact-uploader
False : <a
False : =overview></a>
False : alexa
False : uploader
False : alexa
False : uploader
False : alexa
False : sdk
False : 200
False : module/address-book/readmemd
False : uploader
False : alexa
False : alexa
False : sdk
False : alexa
False : alexa
False : sdk
False : alexa
False : uploader
False : handler<a
False : =using-the-contact-uploader></a>
False : contactuploader
False : contactuploader
False : <aace/contactuploader/contactuploaderh>
False : mycontactuploader
False : aacecontactuploadercontactuploader
False : //
False : addcontactsbegin;
False : //
False : addcontact
False : json
False : //
False : addcontactsend;
False : //
False : alexa
False : removeuploadedcontacts;
False : //
False : addcontactscancel;
False : //
False : contactsuploaderstatuschanged
False : contactuploaderstatus
False : const
False : stdstring&
False : };
False : //
False : engine->registerplatforminterface
False : stdmake_shared<mycontactuploader>
False : alexa
False : sdk
False : and/or
False : alexa
False : sdk
False : aacecoreengine
False : enginecreating-the-engine
False : engineconfiguring-the-engine
False : handlersregistering-platform-interface-handlers
False : enginestarting-the-engine
False : implementationextending-the-default-platform-implementation
False : propertiescore-engine-properties
False : <a
False : id=creating-the-engine></a>
False : aacecoreenginecreate
False : stdshared_ptr<aacecoreengine>
False : aacecoreenginecreate;
False : <a
False : id=configuring-the-engine></a>
False : aacecoreconfigengineconfiguration
False : json
False : programmatically
False : json
False : sdk
False : json
False : aacecoreconfigconfigurationfilecreatealexaclientsdkconfigjson
False : aacecoreconfigconfigurationfile
False : json
False : config
False : deviceinfo
False : deviceserialnumber
False : <device_serial_number>
False : clientid
False : <client_id>
False : productid
False : <product_id>
False : certifiedsender
False : databasefilepath
False : <sqlite_database_file_path>
False : alertscapabilityagent
False : databasefilepath
False : <sqlite_database_file_path>
False : databasefilepath
False : <sqlite_database_file_path>
False : defaultavsclientsettings
False : en-us
False : json
False : aacecoreconfigconfigurationfile
False : programmatically
False : programmatically
False : alertscapabilityagent
False : alertsconfig
False : aacealexaconfigalexaconfigurationcreatealertsconfig
False : <sqlite_database_file_path>
False : engine->configure
False : config
False : engine->configure
False : deviceinfoconfig
False : alertsconfig
False : sdk
False : aacecoreconfigengineconfiguration
False : json
False : config
False : programmatically
False : vehicleconfigurationcreatevehicleinfoconfig
False : json
False : alexa
False : aacevehicle
False : <make>
False : <model>
False : <year>
False : <trim>
False : <geography>
False : <software_version>
False : os
False : <operating_system>
False : <hardware_arch>
False : <language>
False : <microphone>
False : <country_list>
False : vehicleidentifier
False : <vehicle_identifier>
False : vin
False : classplatform/include/aace/vehicle/vehicleconfigurationh
False : api
False : sqlite
False : setproperty
False : engine->setpropertyaacealexapropertylocale<locale_string>;
False : setproperty
False : setproperty
False : <a
False : id=registering-platform-interface-handlers></a>
False : myinterface
False : speechrecognizer
False : engine->registerplatforminterface
False : stdmake_shared<myinterface>
False : stdshared_ptrmyinterface1
False : myinterface1
False : stdmake_shared<myinterface1>;
False : stdshared_ptrmyinterface2
False : myinterface2
False : stdmake_shared<myinterface2>;
False : engine->registerplatforminterface{
False : myinterface1
False : myinterface2
False : };
False : implementationextending-the-default-platform-implementation
False : <a
False : id=starting-the-engine></a>
False : enginestart
False : engine->start;
False : <a
False : id=extending-the-default-platform-implementation></a>
False : alexa
False : sdk
False : locationprovider
False : alexa
False : locationprovider
False : locationprovider
False : locationprovider
False : <aace/location/locationproviderh>
False : mylocationprovider
False : aacelocationlocationprovider
False : getlocation
False : //
False : m_platformlocation;
False : m_platformlocation
False : aacelocationlocation;
False : };
False : //
False : engine->registerplatforminterface
False : stdmake_shared<mylocationprovider>;
False : networkinfoprovider
False : alexa
False : sdk
False : doesnt
False : networkinfoprovider
False : networkinfoprovider
False : networkinfoprovider
False : <aace/network/networkinfoproviderh>
False : mynetworkinfoprovider
False : aacenetworknetworkinfoprovider
False : networkstatus
False : getnetworkstatus
False : //
False : platformstatus;
False : getwifisignalstrength
False : override{
False : //
False : rssi
False : platformrssi;
False : mynetworkstatuschangedhandler
False : //provide
False : rrsi;
False : networkstatus
False : status;
False : networkstatuschanged
False : rssi;
False : };
False : //
False : engine->registerplatforminterface
False : stdmake_shared<mynetworkinfoprovider>;
False : sdk
False : sdk
False : <aace/logger/loggerh>
False : mylogger
False : aaceloggerlogger
False : logeventaaceloggerloggerlevel
False : stdchronosystem_clocktime_point
False : const
False : stdstring&
False : const
False : stdstring&
False : //handle
False : };
False : };
False : //
False : engine->registerplatforminterface
False : stdmake_shared<mylogger>;
False : sdk
False : audioinputprovider
False : platform-specific
False : audioinput
False : audioinputtype
False : openchannel
False : audioinput
False : audioinputtype
False : speechrecognizer
False : alexacomms
False : <aace/audio/audioinputproviderh>
False : audioinputproviderhandler
False : aaceaudioaudioinputprovider
False : stdshared_ptr<aaceaudioaudioinput>
False : openchannel
False : const
False : stdstring&
False : audioinputtype
False : //
False : audioinput
False : //
False : speechrecognizer
False : alexacomms
False : ==
False : audioinputtypevoice
False : ==
False : audioinputtypecommunication
False : m_audioinputhandler
False : ==
False : nullptr
False : m_audioinputhandler
False : audioinputhandlercreate;
False : m_audioinputhandler;
False : //
False : loopback
False : audioinput
False : //
False : loopback
False : ==
False : audioinputtypeloopback
False : m_loopbackinputhandler
False : ==
False : nullptr
False : m_loopbackinputhandler
False : loopbackinputhandlercreate;
False : m_loopbackinputhandler;
False : nullptr;
False : };
False : audioinput
False : platform-specific
False : sdk
False : tap-to-talk
False : speechrecognizer
False : audioinputs
False : startaudioinput
False : stopaudioinput
False : sdk
False : startaudioinput
False : stopaudioinput
False : 16bit
False : pcm
False : 16khz
False : endian
False : <aace/audio/audioinputh>
False : audioinputhandler
False : aaceaudioaudioinput
False : bool
False : startaudioinput
False : //
False : m_devicestart
False : thisconst
False : int16_t
False : const
False : size_t
False : //
False : //
False : audioinput
False : };
False : bool
False : stopaudioinput
False : //
False : m_devicestop;
False : };
False : audiooutputprovider
False : platform-specific
False : audiooutput
False : audiooutputtype
False : openchannel
False : audiooutputprovider
False : audiooutput
False : openchannel
False : openchannel
False : sdk
False : audiooutputtype
False : audiooutputtype
False : tts
False : earcon
False : audiooutputprovider
False : audiooutput
False : audiooutput
False : earcon
False : exoplayer
False : tts
False : system-specific
False : <aace/audio/audiooutputproviderh>
False : audiooutputproviderhandler
False : aaceaudioaudiooutputprovider
False : stdshared_ptr<aaceaudioaudiooutput>
False : openchannel
False : const
False : stdstring&
False : audiooutputtype
False : //
False : audiooutputhandler
False : //
False : openchannel
False : audiooutputhandlercreate;
False : };
False : audiooutput
False : platform-specific
False : audiooutput
False : audiooutput
False : audiooutput
False : api
False : <aace/audio/audiooutputh>
False : audiooutputhandler
False : aaceaudioaudiooutput
False : stdenable_shared_from_this<audiooutputhandler>
False : bool
False : stdshared_ptr<aaceaudioaudiostream>
False : bool
False : override{
False : //
False : mediastatechanged
False : mediastatebuffering
False : m_player->preparestream
False : bool
False : const
False : stdstring&
False : url
False : bool
False : //
False : url
False : mediastatechanged
False : mediastatebuffering
False : m_player->prepareurl
False : url
False : bool
False : //
False : mediastatechanged
False : mediastateplaying
False : m_player->play;
False : bool
False : //
False : mediastatechanged
False : mediastatestopped
False : m_player->stop;
False : bool
False : //
False : mediastatechanged
False : mediastatestopped
False : m_player->pause;
False : bool
False : //
False : mediastatechanged
False : mediastateplaying
False : m_player->resume;
False : int64_t
False : getposition
False : //
False : m_player->position;
False : bool
False : setposition
False : int64_t
False : //
False : m_player->setposition
False : int64_t
False : getduration
False : //
False : m_playergetcurrentduration;
False : bool
False : volumechanged
False : //
False : m_player->setvolume
False : bool
False : mutedstatechanged
False : mutedstate
False : //
False : ==
False : mutedstatemuted
False : m_player->setmuted
False : m_player->setmuted
False : };
False : <a
False : id=core-engine-properties></a>
False : runtime
False : corepropertiesh
False : getproperty
False : setproperty
False : <aace/core/corepropertiesh>
False : //
False : sdk
False : m_engine->getproperty
False : aacecorepropertyversion
False : <table>
False : <tr>
False : <th>property</th>
False : <th>description</th>
False : </tr>
False : <tr>
False : <td><code>aacecorepropertyversion</code>
False : </td>
False : <td>the
False : alexa
False : sdk
False : <p>
False : <b>note</b>
False : read-only
False : property</td>
False : </tr>
False : </table>
False : api
False : coreproperties/platform/include/aace/core/corepropertiesh
False : alexa
False : alexa
False : sdk
False : alexa
False : alexa
False : api
False : alexa
False : alexa
False : diagramssequencediagrams
False : supportrequesting-wake-word-support
False : inputhandling-speech-input
False : outputhandling-speech-output
False : outputhandling-audio-output
False : alexa
False : speakerhandling-alexa-speaker
False : playerhandling-audio-player
False : eventshandling-playback-controller-events
False : controlhandling-equalizer-control
False : templateshandling-gui-templates
False : presetshandling-global-presets
False : appsexternal-media-adapter
False : sourceshandling-local-media-sources
False : notificationshandling-notifications
False : alertshandling-alerts
False : alexa
False : changeshandling-alexa-state-changes
False : alexa
False : propertiesalexa-engine-properties
False : alexa
False : diagrams<a
False : id=sequencediagrams>
False : </a>
False : alexa
False : sdk
False : login/logout
False : diagram//sequence_diagramsmdloginlogout
False : diagram//sequence_diagramsmdtaptotalk
False : diagram//sequence_diagramsmdwakewordenabled
False : support<a
False : requesting-wake-word-support></a>
False : alexa
False : alexa
False : sa
False : sa
False : sa
False : alexa
False : youll
False : readme
False : amazonlite
False : input<a
False : id=handling-speech-input></a>
False : audioinputprovider
False : alexa
False : earcon
False : earcon
False : herehandling-media-and-volume
False : speechrecognizer
False : <aace/alexa/speechrecognizerh>
False : myspeechrecognizer
False : aacealexaspeechrecognizer
False : bool
False : wakeworddetected
False : const
False : stdstring&
False : wakeword
False : //
False : endofspeechdetected
False : //
False : //
False : press-and-hold
False : initiiation
False : //
False : startcapture
False : initiatorhold_to_talk
False : holdtotalk;
False : //
False : tap-and-release
False : //
False : startcapture
False : initiatortap_to_talk
False : taptotalk;
False : //
False : wakeword
False : wakeword
False : //
False : currenlty
False : alexa
False : startcapture
False : initiatorwakword
False : 1000
False : alexa
False : //
False : //
False : hold-to-talk
False : stopcapture;
False : //
False : implmenetation
False : wakeword
False : enablewakeworddetection;
False : //
False : implmenetation
False : wakeword
False : disablewakeworddetection;
False : //
False : wakeword
False : iswakeworddetectionenabled;
False : };
False : //
False : engine->registerplatforminterface
False : stdmake_shared<myspeechrecognizer>
False : <a
False : id=handling-speech-output></a>
False : speechsynthesizer
False : alexas
False : v200
False : alexa
False : sdk
False : platform-dependent
False : tts
False : herehandling-media-and-volume
False : speechsynthesizer
False : <aace/alexa/speechsynthesizerh>
False : myspeechsynthesizer
False : aacealexaspeechsynthesizer
False : };
False : //
False : myspeechsynthesizer
False : stdmake_shared<myspeechsynthesizer>;
False : engine->registerplatforminterface
False : myspeechsynthesizer
False : output<a
False : =handling-audio-output></a>
False : alexa
False : platform-specific
False : audiooutput
False : audiooutput
False : audiooutputprovider
False : tts
False : earcon
False : audiooutput
False : alexa
False : system-generated
False : alexaspeakerplatform
False : audiooutput
False : audiooutputprovider
False : readme/core/readmemd
False : alexa
False : alexa
False : alexa
False : 10
False : ie
False : 100
False : alexa
False : alexa
False : alexa
False : sa
False : devicetypeid
False : sdk
False : 0-100
False : audiooutput
False : alexaspeaker
False : alexa
False : <a
False : id=handling-alexa-speaker></a>
False : alexa
False : alexa_volume
False : alerts_volume
False : aacealexaalexaspeaker
False : gui
False : player<a
False : =handling-audio-player></a>
False : alexa
False : platform-specific
False : aacealexaaudioplayer
False : gui
False : audioplayer
False : <aace/alexa/audioplayerh>
False : myaudioplayer
False : aacealexaaudioplayer
False : playeractivitychanged
False : playeractivity
False : //
False : ui
False : };
False : //
False : myaudioplayer
False : stdmake_shared<myaudioplayer>;
False : engine->registerplatforminterface
False : myaudioplayer
False : events<a
False : id=handling-playback-controller-events></a>
False : interaction;
False : playbackcontroller
False : on-screen
False : audioplayer
False : externalmediaplayer
False : >note
False : playbackcontroller
False : audioplayer
False : equivalent;
False : alexa
False : audioplayer
False : playbackcontroller
False : audiooutput
False : audioplayer
False : audioplayer
False : sdk
False : playbackcontroller
False : playbackcontroller
False : <aace/alexa/playbackcontrollerh>
False : myplaybackcontroller
False : aacealexaplaybackcontroller
False : platformplaybuttonpressed
False : //
False : buttonpressedplaybackbuttonplay;
False : platformscrubfordguibuttonpressed{
False : //called
False : avaiable
False : gui
False : buttonpressedplaybackbuttonskip_forward;
False : platformshuffleguibuttonpressed{
False : //called
False : avaiable
False : gui
False : togglepressedplaybacktoggleshuffle
False : true;
False : //the
False : playerinfo
False : };
False : //
False : engine->registerplatforminterface
False : stdmake_shared<myplaybackcontroller>
False : playerinfo
False : runtimes
False : playerinfo
False : gui
False : playerinfo
False : gui
False : audioplayer
False : audioplayer
False : playerinfo
False : renderplayerinfo
False : control<a
False : id=handling-equalizer-control></a>
False : alexa
False : midrange
False : and/or
False : alexas
False : alexas
False : alexas
False : aacealexaconfigalexaconfigurationcreateequalizercontrollerconfig
False : equalizercontroller
False : <aace/alexa/equalizercontrollerh>
False : equalizerband
False : aacealexaequalizercontrollerequalizerband;
False : equalizerbandlevel
False : aacealexaequalizercontrollerequalizerbandlevel;
False : myequalizercontrollerhandler
False : aacealexaequalizercontroller
False : setbandlevels
False : stdvector<equalizerbandlevel>
False : bandlevels
False : //
False : //
False : //
False : alexa
False : //
False : alexa
False : alexa
False : stdvector<equalizerbandlevel>
False : getbandlevels
False : //
False : m_currentbandlevels;
False : };
False : //
False : //
False : -8db
False : +8db
False : 0db
False : eqconfig
False : aacealexaconfigalexaconfigurationcreateequalizercontrollerconfig
False : {equalizerbandbass
False : equalizerbandtreble}
False : -8
False : {equalizerbandbass
False : 0}
False : {equalizerbandtreble
False : 0}
False : engine->configure
False : //other
False : config
False : eqconfig
False : //
False : m_equalizercontroller
False : stdmake_shared<myequalizercontrollerhandler>;
False : engine->registerplatforminterface
False : m_equalizercontroller
False : //
False : on-device
False : //
False : stdvector<equalizerbandlevel>
False : settings{
False : {equalizerbandbass
False : 4}
False : };
False : //
False : +4db
False : m_equalizercontroller->localsetbandlevels
False : //
False : stdvector<equalizerbandlevel>
False : adjustments{
False : {equalizerbandbass
False : -2}
False : };
False : //
False : 2db
False : m_equalizercontroller->localadjustbandlevels
False : //
False : 0db
False : stdvector<equalizerband>
False : bands{equalizerbandbass
False : equalizerbandtreble};
False : //
False : m_equalizercontroller->localresetbands
False : templates<a
False : =handling-gui-templates></a>
False : alexa
False : alexa
False : ui
False : alexa
False : templatehttps//alexadesign/devdocrendertemplate
False : alexa
False : playerinfohttps//amznto/devdoctemplateplayerinfo
False : audioplayer
False : playbackcontroller
False : gui
False : templateruntime
False : <aace/alexa/templateruntimeh>
False : mytemplateruntime
False : aacealexatemplateruntime
False : rendertemplate
False : const
False : stdstring&
False : //
False : renderplayerinfo
False : const
False : stdstring&
False : //
False : };
False : //
False : engine->registerplatforminterface
False : stdmake_shared<mytemplateruntime>
False : >note
False : alexa
False : json
False : alexa
False : alexa
False : json
False : onwards
False : presets<a
False : =handling-global-presets></a>
False : alexa
False : \<number>\
False : setglobalpreset
False : globalpreset
False : globalpreset
False : alexa
False : eg
False : am_radio
False : fm_radio
False : sirius_xm
False : <aace/alexa/globalpreseth>
False : myglobalpresethandler
False : aacealexaglobalpreset
False : setglobalpreset
False : //
False : apps<a
False : id=external-media-adapter></a>
False : spotify
False : avs
False : excercise
False : sources<a
False : =handling-local-media-sources></a>
False : localmediasource
False : typebluetooth
False : usb
False : line_in
False : am_radio
False : alexa
False : eg
False : alexa
False : cd
False : playbackcontroller
False : alexa
False : eg
False : alexa
False : 987
False : fm
False : >note
False : alexa
False : cd
False : sourcecompact_disc
False : m_cdlocalmediasource
False : stdmake_shared<mycdlocalmediasource>
False : sourcecompact_disc
False : engine->registerplatforminterface
False : m_cdlocalmediasource
False : cd
False : localmediasource
False : <aace/alexa/localmediasourceh>
False : mycdlocalmediasource
False : aacealexalocalmediasource
False : mycdlocalmediasource
False : localmedidasourcesource
False : m_source
False : source;
False : };
False : alexa
False : contentselector
False : eg
False : am_radio
False : fm_radio
False : sirius_xm
False : contentselector
False : bool
False : contentselector
False : stdstring
False : setfocus;
False : //
False : source;
False : setfocus
False : ---------------------
False : frequencyfm
False : 987
False : 881
False : 1079
False : 02
False : frequencyam
False : 1050
False : 540
False : 1700
False : 10
False : frequencyfm
False : 937
False : hd
False : 881
False : 1079
False : hd
False : 1-3
False : 02
False : channelsxm
False : 1-999
False : 1-99
False : playcontrol
False : playcontroltypeeg
False : alexa
False : gui
False : playbackcontroller
False : apis
False : bool
False : playcontrol
False : playcontroltype
False : controltype
False : setfocus;
False : //
False : cd
False : true;
False : >note
False : playcontrolresume
False : adjustseek
False : localmediasource
False : adjustseek
False : bool
False : //
False : cd
False : bool
False : adjustseek
False : //
False : cd
False : volumechanged
False : mutedstatechanged
False : volumechanged
False : mutedstatechanged
False : mutedstate
False : @override
False : boolean
False : volumechanged
False : //
False : @override
False : boolean
False : mutedstatechanged
False : mutedstate
False : //
False : getstate
False : alexa
False : localmediasourcestate
False : localmediasourcestate
False : localmediasourcestate
False : getstate
False : localmediasourcestate
False : statetoreturn
False : stdmake_shared<localmediasourcestate>;
False : statetoreturnplaybackstatealbumname
False : albumname;
False : //
False : statetoreturn;
False : localmediasourcestate
False : sub-components
False : playbackstate
False : sessionstate
False : -------------
False : -------------
False : -----
False : playbackstate
False : idle/stopped/playing
False : supportedoperations
False : supportedoperations
False : supportedoperation
False : trackoffset
False : shuffleenabled
False : boolean
False : repeatenabled
False : boolean
False : {favorited/unfavorited/not_rated}
False : externalmediaplayermusicitem
False : playbacksource
False : playbacksourceid
False : trackname
False : trackid
False : tracknumber
False : artistname
False : artistid
False : albumname
False : albumid
False : tinyurl
False : smallurl
False : mediumurl
False : largeurl
False : coverid
False : mediaprovider
False : mediatype
False : mediatype
False : {track
False : other}
False : sessionsstate
False : endpointid
False : loggedin
False : boolean
False : isguest
False : boolean
False : boolean
False : boolean
False : accesstoken
False : tokenrefreshinterval
False : playercookie
False : spiversion
False : 10
False : supportedoperations
False : supportedoperations
False : localmediasourcesupportedplaybackoperationplay
False : localmediasourcesupportedplaybackoperationpause
False : localmediasourcesupportedplaybackoperationstop
False : localmediasourcesupportedplaybackoperationresume
False : localmediasourcesupportedplaybackoperationprevious
False : localmediasourcesupportedplaybackoperationnext
False : localmediasourcesupportedplaybackoperationenable_shuffle
False : localmediasourcesupportedplaybackoperationdisable_shuffle
False : localmediasourcesupportedplaybackoperationenable_repeat_one
False : localmediasourcesupportedplaybackoperationenable_repeat
False : localmediasourcesupportedplaybackoperationdisable_repeat
False : localmediasourcesupportedplaybackoperationseek
False : localmediasourcesupportedplaybackoperationadjust_seek
False : localmediasourcesupportedplaybackoperationfavorite
False : localmediasourcesupportedplaybackoperationunfavorite
False : localmediasourcesupportedplaybackoperationfast_forward
False : localmediasourcesupportedplaybackoperationrewind
False : localmediasourcesupportedplaybackoperationstart_over
False : >note
False : localmediasourcesupportedplaybackoperationresume
False : supportedcontentselectors
False : contentselectors
False : ------
False : am_radio
False : fm_radio
False : sirius_xm
False : notifications<a
False : =handling-notifications></a>
False : alexa
False : herehttps//alexadesign/avsdevnotifications
False : herehandling-media-and-volume
False : <aace/alexa/notificationsh>
False : indicatorstate
False : aacealexanotificationsindicatorstate;
False : mynotificationshandler
False : aacealexanotifications
False : setindicator
False : indicatorstate
False : //
False : notifcations
False : };
False : //
False : m_notificationshandler
False : stdmake_shared<mynotificationshandler>;
False : engine->registerplatforminterfacem_notificationshandler;
False : alerts<a
False : handling-alerts></a>
False : alexa
False : platform-specific
False : herehandling-media-and-volume
False : <aace/alexa/alertsh>
False : myalerts
False : aacealexaalerts
False : myalertsalertstatechanged
False : const
False : stdstring&
False : alerttoken
False : alertstate
False : const
False : stdstring&
False : //handle
False : myalertsalertcreated
False : const
False : stdstring&
False : alerttoken
False : const
False : stdstring&
False : detailedinfo
False : //handle
False : json
False : detailedinfo
False : <string>
False : <string>
False : <string>
False : myalertsalertdeleted
False : const
False : stdstring&
False : alerttoken
False : //handle
False : };
False : //
False : myalertsmediaplayer
False : stdmake_shared<mymediaplayer>;
False : myalertsspeaker
False : stdmake_shared<myspeaker>;
False : myalerts
False : stdmake_shared<myalerts>myaudioplayermediaplayer
False : myaudioplayerspeaker;
False : engine->registerplatforminterface
False : myalerts
False : alexa
False : <a
False : id=handling-alexa-state-changes></a>
False : alexa
False : sdk
False : alexa
False : alexa
False : ui
False : alexa
False : alexaclient
False : <aace/alexa/alexaclienth>
False : myalexaclient
False : aacealexaalexaclient
False : dialogstatechanged
False : dialogstate
False : //
False : authstatechanged
False : authstate
False : autherror
False : //
False : auth
False : connectionstatuschanged
False : connectionstatus
False : connectionchangedreason
False : //
False : };
False : //
False : engine->registerplatforminterface
False : stdmake_shared<myalexaclient>
False : alexa
False : properties<a
False : id=alexa-engine-properties></a>
False : alexa
False : runtime
False : getproperty
False : setproperty
False : //
False : m_engine->getproperty
False : comamazonaacealexaalexapropertieslocale
False : //
False : m_engine->setproperty
False : comamazonaacealexaalexapropertieslocale
False : en-us
False : alexa
False : <table>
False : <tr>
False : <th>property</th>
False : <th>description</th>
False : </tr>
False : <tr>
False : <td>
False : <code>comamazonaacealexaalexapropertiesavs_endpoint</code>
False : </td>
False : <td>the
False : avs
False : url
False : </td>
False : </tr>
False : <tr>
False : <td>
False : <code>comamazonaacealexaalexapropertieswakeword_supported</code>
False : </td>
False : <td><p>describes
False : <code>speechrecognizer</code>
False : fail</p>
False : <p><strong>note</strong>
False : read-only
False : property</p>
False : </td>
False : </tr>
False : <tr>
False : <td>
False : <code>comamazonaacealexaalexapropertiesfirmware_version</code>
False : </td>
False : <td>the
False : avs
False : 32-bit
False : </td>
False : </tr>
False : <tr>
False : <td>
False : <code>comamazonaacealexaalexapropertieslocale</code>
False : </td>
False : <td>the
False : avs
False : avs
False : <code>enginegetproperty</code>
False : <code>supported_locales</code>
False : </td>
False : </tr>
False : <tr>
False : <td>
False : <code>comamazonaacealexaalexapropertiessupported_locales</code></li>
False : </td>
False : <td><p>avs
False : comma-separated
False : eg
False : de-deen-au</p>
False : <p><strong>note</strong>
False : read-only
False : property</p>
False : </td>
False : </tr>
False : </table>
False : api
False : alexaproperties/platform/include/aace/alexa/alexapropertiesh
False : alexa
False : sdk
False : alexa
False : requestshandling-navigation-requests
False : handlerimplementing-navigation-handler
False : requests<a
False : handling-navigation-requests></a>
False : getnavigationstate
False : handler<a
False : implementing-navigation-handler></a>
False : alexa
False : <aace/navigation/navigationh>
False : mynavigation
False : aacenavigationnavigation
False : bool
False : setdestination
False : const
False : stdstring
False : //
False : alexa
False : bool
False : cancelnavigation
False : //
False : alexa
False : stdstring
False : getnavigationstate
False : //
False : json
False : };
False : //
False : engine->registerplatforminterface
False : stdmake_shared<mynavigation>;
False : setdestination
False : json
False : latitudeindegrees
False : xxxxxxxxxx
False : longitudeindegrees
False : -xxxxxxxxxx
False : singlelinedisplayaddress
False : streetname
False : zipcode
False : multiplelinedisplayaddress
False : streetname
False : \n
False : zipcode
False : transportationmode
False : hoursofoperation
False : dayofweek
False : monday
False : 123000-800
False : 80000-1230
False : open_during_hours
False : dayofweek
False : tuesday
False : 123000-800
False : 80000-1230
False : open_during_hours
False : dayofweek
False : wednesday
False : 123000-800
False : 80000-1230
False : open_during_hours
False : dayofweek
False : thursday
False : 123000-800
False : 80000-1230
False : open_during_hours
False : dayofweek
False : friday
False : 123000-800
False : 80000-1230
False : open_during_hours
False : dayofweek
False : saturday
False : dayofweek
False : sunday
False : phonenumber
False : +12221113333
False : navigationstate
False : dta
False : getnavigationstate
False : alexa
False : getnavigationstate
False : waypoints
False : json
False : not_navigating
False : waypoints
False : waypoint
False : waypoint
False : iso
False : 8601
False : utc
False : 100
False : avs
False : getnavigationstate
False : waypoints
